year_week,CPALTT01USM657N,VIXCLS,DGS10,AAA10Y,BAMLH0A0HYM2EY,GEPUCURRENT,DGS3MO,acwi_log_diff,std_5_acwi_log_diff,mean_5_acwi_log_diff,std_15_acwi_log_diff,mean_15_acwi_log_diff,pmi_us_gt_50_up,pmi_us_gt_50_down,pmi_us_lt_50_up,pmi_us_lt_50_down,BAMLEMCBPIOAS,USTREASURY/HQMYC_10.0-20.0,USTREASURY/YIELD_10 YR-20 YR,dxy_log_diff,std_5_dxy_log_diff,mean_5_dxy_log_diff,std_15_dxy_log_diff,mean_15_dxy_log_diff
2008-38,-0.138301854066455,34.74,3.85,2.06,13.34,167.83601272630446,0.87,-0.02821699334955838,-1.358606545426004,-1.358606545426004,-0.39526359423897456,-0.39526359423897456,,,,,6.54,,-0.5900000000000003,-0.009402978103353589,-0.5237707881300661,-0.5237707881300661,0.5127738199927573,0.5127738199927573
2008-39,-1.01013332845789,45.14,3.63,2.35,15.04,204.78753238897696,0.51,-0.09469797750548113,0.8721481651670595,0.8721481651670595,0.44168745640226603,0.44168745640226603,0.0,0.0,0.0,1.0,7.4,0.14999999999999947,-0.6299999999999999,0.042736654871377434,1.2021649193315533,1.2021649193315533,0.05956228880758344,0.05956228880758344
2008-40,-1.01013332845789,69.95,3.89,2.54,18.26,204.78753238897696,0.25,-0.2239894010064791,1.0337575230488605,1.0337575230488605,0.9280557334573926,0.9280557334573926,,,,,8.99,,-0.52,0.03287296181396042,-0.31573126488990155,-0.31573126488990155,0.4700183096730967,0.4700183096730967
2008-41,-1.01013332845789,70.33,3.98,2.57,18.91,204.78753238897696,0.83,0.035349272922794175,-0.4804551031891162,-0.4804551031891162,-0.1806164302480217,-0.1806164302480217,,,,,10.37,,-0.6800000000000002,-0.007061271103239254,-0.6628119980192221,-0.6628119980192221,-0.4392310046880834,-0.4392310046880834
2008-42,-1.01013332845789,79.13,3.76,2.48,19.44,204.78753238897696,0.89,-0.0952939800114261,0.2737413495513542,0.2737413495513542,-0.5413172416086024,-0.5413172416086024,,,,,12.84,,-0.6800000000000006,0.04770734017687084,1.0767871443090695,1.0767871443090695,0.19849478975917495,0.19849478975917495
2008-43,-1.91528953285958,59.89,4.01,2.53,19.08,143.13007784247918,0.46,0.10184622576968379,0.03445829644539582,0.03445829644539582,-0.06988372251708905,-0.06988372251708905,0.0,0.0,0.0,1.0,13.33,0.6899999999999995,-0.7300000000000004,-0.00937980876373359,-0.16921008355674427,-0.16921008355674427,0.09725006426802195,0.09725006426802195
2008-44,-1.91528953285958,56.1,3.83,2.56,18.99,143.13007784247918,0.31,-0.01813810201514631,-0.47578951194861735,-0.47578951194861735,-0.0824671295933258,-0.0824671295933258,,,,,12.74,,-0.7400000000000002,0.003194592899892887,-0.36416776489366137,-0.36416776489366137,-0.5660161290121133,-0.5660161290121133
2008-45,-1.91528953285958,66.31,3.72,2.63,19.66,143.13007784247918,0.15,-0.06558478270373694,-0.1539172610585229,-0.1539172610585229,-0.047876849424966235,-0.047876849424966235,,,,,13.02,,-0.7099999999999995,0.0053171853704032344,-0.2235308757780501,-0.2235308757780501,-0.12798125936177107,-0.12798125936177107
2008-46,-1.91528953285958,72.67,3.2,2.62,21.99,143.13007784247918,0.02,-0.10336795871448314,0.31911379151706537,0.31911379151706537,0.3620356519953854,0.3620356519953854,,,,,13.57,,-0.73,0.02092241584465312,-0.10458177086054993,-0.10458177086054993,0.0915832065132963,0.0915832065132963
2008-47,-1.91528953285958,55.84,2.93,2.67,21.72,143.13007784247918,0.01,0.11664360325651503,-0.7510431124430568,-0.7510431124430568,-0.45059463922479986,-0.45059463922479986,,,,,13.52,,-0.7799999999999998,-0.019163990570002346,0.02953205914423638,0.02953205914423638,-0.13407383493168595,-0.13407383493168595
2008-48,-1.03424738142875,59.93,2.67,2.65,22.45,146.5674496690806,0.02,-0.051731089771854546,-0.707239887558402,-0.707239887558402,-0.3115243035159889,-0.3115243035159889,0.0,0.0,0.0,1.0,13.62,0.22000000000000064,-0.7400000000000002,0.006957030559499236,-0.7363280932124664,-0.7363280932124664,-0.05183412165120165,-0.05183412165120165
2008-49,-1.03424738142875,54.28,2.6,2.75,22.86,146.5674496690806,0.02,0.0482804715650336,-0.4038225393965598,-0.4038225393965598,-0.2951395799006804,-0.2951395799006804,,,,,13.4,,-0.7599999999999998,-0.040728259554844444,1.342139739709535,1.342139739709535,0.18017764376346423,0.18017764376346423
2008-50,-1.03424738142875,44.93,2.13,2.49,21.78,146.5674496690806,0.02,0.026899946837273234,0.8476277764847185,0.8476277764847185,0.31676592003031473,0.31676592003031473,,,,,13.21,,-0.7600000000000002,-0.028448281419381924,0.26408963232947386,0.26408963232947386,1.0101761756492047,1.0101761756492047
2008-51,-1.03424738142875,43.38,2.16,2.56,20.96,146.5674496690806,0.03,-0.018729740415739632,-1.6068845089744879,-1.6068845089744879,-0.8327628666363783,-0.8327628666363783,,,,,13.19,,-0.75,-0.005006484345869364,-2.1322149509206323,-2.1322149509206323,-0.13319983384691833,-0.13319983384691833
2008-52,-1.03424738142875,40.0,2.25,2.45,19.57,146.5674496690806,0.11,0.029379929170834176,1.559111458403927,1.559111458403927,0.04339052960877039,0.04339052960877039,,,,,12.83,0.2599999999999998,-0.7999999999999998,0.005129481037413404,0.4611845840149734,0.4611845840149734,-0.39938942936781446,-0.39938942936781446
2009-00,0.435241737542101,39.19,2.46,2.37,19.46,146.86011321795107,0.08,0.02727278320115318,0.16704068556966736,0.16704068556966736,0.1701307165034408,0.1701307165034408,0.0,0.0,1.0,0.0,12.78,,-0.7600000000000002,0.006509489908171507,0.584344569623999,0.584344569623999,-0.26636292309659876,-0.26636292309659876
2009-01,0.435241737542101,42.82,2.43,2.59,18.18,146.86011321795107,0.07,-0.024207428274376077,-0.33320966321313095,-0.33320966321313095,0.2991693297957086,0.2991693297957086,,,,,12.36,,-0.96,0.010018199069570802,0.12877014769483847,0.12877014769483847,-0.3730134576856043,-0.3730134576856043
2009-02,0.435241737542101,46.11,2.36,2.48,18.27,146.86011321795107,0.12,-0.06323220808841823,0.5643734133129455,0.5643734133129455,0.3127598350463429,0.3127598350463429,,,,,12.04,,-0.8600000000000003,0.01856532723385108,0.13292092724651952,0.13292092724651952,0.41076443394807854,0.41076443394807854
2009-03,0.435241737542101,47.27,2.65,2.53,18.45,146.86011321795107,0.11,-0.04884917107850513,-0.3060618572757272,-0.3060618572757272,0.38410479120424285,0.38410479120424285,,,,,11.94,,-1.0,0.016441307816391214,-0.08420952145994447,-0.08420952145994447,0.07179613225301136,0.07179613225301136
2009-04,0.435241737542101,44.84,2.87,2.45,18.18,146.86011321795107,0.24,0.01871036410871674,0.017783288780401557,0.017783288780401557,-0.7276840927973348,-0.7276840927973348,,,,,11.51,0.08000000000000007,-0.9899999999999998,0.004556931554226118,0.13842276381116217,0.13842276381116217,-0.5337467895747997,-0.5337467895747997
2009-05,0.497293303590475,43.37,3.05,2.3,18.07,149.58144321769885,0.28,0.03871250412418517,0.0629111147774494,0.0629111147774494,-0.32908910566565963,-0.32908910566565963,0.0,0.0,1.0,0.0,11.49,,-0.8900000000000001,-0.007622085983229107,-0.3418857318241301,-0.3418857318241301,-0.37121197359677166,-0.37121197359677166
2009-06,0.497293303590475,42.93,2.89,2.43,18.14,149.58144321769885,0.29,-0.036148769463439694,-0.012900458985294828,-0.012900458985294828,-0.11916615213898263,-0.11916615213898263,,,,,11.59,,-1.02,0.008110344537453643,0.35687897155372245,0.35687897155372245,0.08990199180763375,0.08990199180763375
2009-07,0.497293303590475,49.3,2.78,2.5,18.63,149.58144321769885,0.27,-0.08160825304589786,0.3198959997834524,0.3198959997834524,0.721816857849608,0.721816857849608,,,,,11.88,,-1.04,0.005181749157319551,0.0041009788317130196,0.0041009788317130196,0.3635960486256849,0.3635960486256849
2009-08,0.497293303590475,46.35,3.02,2.41,19.47,149.58144321769885,0.26,-0.02659752286544992,-1.2544971906930023,-1.2544971906930023,0.2877358749508521,0.2877358749508521,,,,,11.36,-0.10000000000000053,-0.96,0.017422043446664197,-0.30584467768987234,-0.30584467768987234,0.04829075953690051,0.04829075953690051
2009-09,0.24317484554154,49.33,2.83,2.55,20.6,132.9007052921743,0.21,-0.06834698371505789,0.4148349205236559,0.4148349205236559,-0.03076148686175765,-0.03076148686175765,0.0,0.0,1.0,0.0,11.6,,-0.9100000000000001,0.005710416605158513,-0.6226327707672205,-0.6226327707672205,-0.1452178742660232,-0.1452178742660232
2009-10,0.24317484554154,42.36,2.89,2.62,20.01,132.9007052921743,0.2,0.08076106074481375,1.0089737142597788,1.0089737142597788,-0.38902140568037713,-0.38902140568037713,,,,,11.54,,-0.9499999999999997,-0.012322538554352096,1.0686334723438962,1.0686334723438962,-0.1457872952268796,-0.1457872952268796
2009-11,0.24317484554154,45.89,2.65,2.94,19.46,132.9007052921743,0.22,0.04367966384706498,-0.6214838197588656,-0.6214838197588656,0.3765076282775675,0.3765076282775675,,,,,11.39,,-1.02,-0.041893449505424785,0.8732263233413645,0.8732263233413645,1.0086863603565897,1.0086863603565897
2009-12,0.24317484554154,41.04,2.78,2.67,18.56,132.9007052921743,0.14,0.045642073628794445,-0.6475641541318922,-0.6475641541318922,0.19541217915893924,0.19541217915893924,,,,,10.95,,-0.8800000000000003,0.015034138937975049,-1.0210303226460122,-1.0210303226460122,0.06389418038591921,0.06389418038591921
2009-13,0.249636827778799,39.7,2.91,2.59,18.45,104.0472759205948,0.21,0.036714192558468806,1.396690776390537,1.396690776390537,-0.5044501448212033,-0.5044501448212033,0.0,0.0,1.0,0.0,10.84,-0.16000000000000014,-0.8599999999999999,-0.011177129049445974,0.144259654632897,0.144259654632897,-0.5735035198822215,-0.5735035198822215
2009-14,0.249636827778799,36.53,2.96,2.47,18.13,104.0472759205948,0.18,0.01066579298004682,-0.7316408103609345,-0.7316408103609345,-0.2692777239773997,-0.2692777239773997,,,,,10.5,,-0.8900000000000001,0.019076665146001925,-0.11855450867828121,-0.11855450867828121,-0.38082966176006483,-0.38082966176006483
2009-15,0.249636827778799,33.94,2.98,2.35,16.99,104.0472759205948,0.14,0.02096470830576446,-0.6109296314079665,-0.6109296314079665,0.24737447176394456,0.24737447176394456,,,,,10.03,,-0.9300000000000002,0.0022705185952233797,-0.168705867160138,-0.168705867160138,-0.39008243654954733,-0.39008243654954733
2009-16,0.249636827778799,36.82,3.03,2.39,16.86,104.0472759205948,0.1,0.001765249371998148,0.48956042337544636,0.48956042337544636,-0.6330231962091992,-0.6330231962091992,,,,,9.88,,-0.9600000000000004,-0.014845464356827522,0.3865699545520381,0.3865699545520381,0.3211064526081949,0.3211064526081949
2009-17,0.288876383417745,35.3,3.21,2.29,15.45,103.66650226489746,0.16,0.016505625474552536,0.09825073097720728,0.09825073097720728,-0.03902965557480571,-0.03902965557480571,0.0,0.0,1.0,0.0,9.44,-0.019999999999999574,-0.9299999999999997,-0.001985112314420185,-0.4425699557508046,-0.4425699557508046,-0.007090818176849889,-0.007090818176849889
2009-18,0.288876383417745,32.05,3.29,2.31,14.62,103.66650226489746,0.19,0.0651855502183851,-0.04902753317930594,-0.04902753317930594,0.9259264148632256,0.9259264148632256,,,,,8.85,,-0.96,-0.024146018215848983,0.22855894876087055,0.22855894876087055,0.41493104593220875,0.41493104593220875
2009-19,0.288876383417745,33.12,3.14,2.27,14.93,103.66650226489746,0.17,-0.03365566456521713,-0.059465421390440656,-0.059465421390440656,-0.20875169954328748,-0.20875169954328748,,,,,8.64,,-0.9300000000000002,0.005979975900210092,-0.7596487115349448,-0.7596487115349448,-0.034863057632811924,-0.034863057632811924
2009-20,0.288876383417745,32.63,3.45,2.27,14.38,103.66650226489746,0.18,0.02556681427842523,-0.44556314105004935,-0.44556314105004935,-0.7871449523527158,-0.7871449523527158,,,,,8.13,,-0.9100000000000001,-0.037628225812255583,1.2680793874336973,1.2680793874336973,0.1300306607516845,0.1300306607516845
2009-21,0.288876383417745,28.92,3.47,1.89,14.05,103.66650226489746,0.14,0.030694009813197462,0.26726422121468857,0.26726422121468857,0.20413157368496052,0.20413157368496052,,,,,7.88,,-0.8699999999999997,-0.007658254947266081,-0.9394721354598227,-0.9394721354598227,-0.008176629552015301,-0.008176629552015301
2009-22,0.858989226395336,29.62,3.84,1.94,13.47,109.253807261238,0.2,0.013208210252019351,-0.24151420923075365,-0.24151420923075365,0.35284542022454457,0.35284542022454457,0.0,0.0,1.0,0.0,7.2,-0.08000000000000007,-0.7999999999999998,0.016523517083020876,0.6496045106414338,0.6496045106414338,-0.13417515716287565,-0.13417515716287565
2009-23,0.858989226395336,28.15,3.81,1.95,13.13,109.253807261238,0.19,0.011261528104252157,0.14308381185017077,0.14308381185017077,-0.19039192719292608,-0.19039192719292608,,,,,7.03,,-0.8199999999999998,-0.006566697725859739,-0.36558953230190594,-0.36558953230190594,-0.49678736624923847,-0.49678736624923847
2009-24,0.858989226395336,27.99,3.79,1.74,13.44,109.253807261238,0.19,-0.03276121092902457,-0.3290848614177269,-0.3290848614177269,-0.14594996526172135,-0.14594996526172135,,,,,6.97,,-0.75,0.0015211404002884055,-0.3795864613722062,-0.3795864613722062,0.12740356684745446,0.12740356684745446
2009-25,0.858989226395336,25.93,3.52,1.84,13.53,109.253807261238,0.2,0.0008620602137460195,0.5974744515136393,0.5974744515136393,0.17995659620396295,0.17995659620396295,,,,,7.13,,-0.7600000000000002,-0.004820730945476458,0.07570037709985064,0.07570037709985064,-0.46186683807755036,-0.46186683807755036
2009-26,-0.158558692215323,27.95,3.51,1.89,12.95,101.36297212693052,0.17,-0.014918710795336826,-0.06894698389508719,-0.06894698389508719,-0.5368340886714582,-0.5368340886714582,0.0,0.0,1.0,0.0,6.63,-0.14999999999999947,-0.7700000000000005,0.006289799845068631,-0.35378603860755675,-0.35378603860755675,-0.13160176354029135,-0.13160176354029135
2009-27,-0.158558692215323,29.02,3.32,1.96,13.13,101.36297212693052,0.18,-0.028797118941890746,-0.3264048367720515,-0.3264048367720515,0.4070739761760431,0.4070739761760431,,,,,6.68,,-0.8400000000000003,-0.0018553689598487944,0.18718508357165878,0.18718508357165878,-0.11949348157721114,-0.11949348157721114
2009-28,-0.158558692215323,24.34,3.67,1.85,12.91,101.36297212693052,0.17,0.06388129180490065,1.0406309790878852,1.0406309790878852,0.2412914319341764,0.2412914319341764,,,,,6.42,,-0.8399999999999999,-0.011104262488711426,0.29526677790638955,0.29526677790638955,0.2555979203691163,0.2555979203691163
2009-29,-0.158558692215323,23.09,3.7,1.8,12.34,101.36297212693052,0.18,0.04554570749536977,-0.5311582985988912,-0.5311582985988912,0.5999846057757665,0.5999846057757665,,,,,6.14,,-0.8300000000000001,-0.007565059861925193,-1.592785292364278,-1.592785292364278,0.439913417150713,0.439913417150713
2009-30,0.224285004481049,25.92,3.52,1.66,11.73,98.37984530173652,0.18,0.017599541523285044,-0.4632407783360398,-0.4632407783360398,-0.09806987928962413,-0.09806987928962413,1.0,0.0,0.0,0.0,5.73,-0.3600000000000003,-0.77,-0.005117900869049199,1.6698705705263523,1.6698705705263523,-0.32925368569577695,-0.32925368569577695
2009-31,0.224285004481049,24.76,3.89,1.57,11.38,98.37984530173652,0.19,0.01665236438781365,-0.9612095736199956,-0.9612095736199956,-0.39332613229785035,-0.39332613229785035,,,,,5.28,,-0.6999999999999997,0.007983668344779607,0.13273006954962746,0.13273006954962746,0.13473486489688205,0.13473486489688205
2009-32,0.224285004481049,24.27,3.55,1.76,11.44,98.37984530173652,0.18,0.0006095455011250793,0.8719782333193602,0.8719782333193602,-0.44874480977672565,-0.44874480977672565,,,,,5.36,,-0.7800000000000002,-0.001140250978731534,-0.6393931816650975,-0.6393931816650975,0.05622728100628294,0.05622728100628294
2009-33,0.224285004481049,25.01,3.56,1.74,11.64,98.37984530173652,0.17,0.012587737908773319,0.8056768078266452,0.8056768078266452,-0.28182885295907345,-0.28182885295907345,,,,,5.32,,-0.7600000000000002,-0.010718325501765092,0.46149460030046086,0.46149460030046086,-0.0748901880615941,-0.0748901880615941
2009-34,0.224285004481049,24.76,3.46,1.66,11.45,98.37984530173652,0.15,0.011789921653481746,-1.6264246986241047,-1.6264246986241047,0.4564966253588878,0.4564966253588878,,,,,5.22,,-0.71,0.004117389615786877,-0.7311474966757574,-0.7311474966757574,-0.34362752169480976,-0.34362752169480976
2009-35,0.0625480693495817,25.26,3.45,1.76,11.44,100.21901816424744,0.14,-0.014894595399148357,1.0627286404874547,1.0627286404874547,-0.010631672563969092,-0.010631672563969092,1.0,0.0,0.0,0.0,5.18,-0.41999999999999993,-0.7599999999999998,-0.002939261678263276,0.06603337531282975,0.06603337531282975,-0.18829941266603034,-0.18829941266603034
2009-36,0.0625480693495817,24.15,3.34,1.76,11.04,100.21901816424744,0.14,0.040780436127341446,0.3186976419640518,0.3186976419640518,0.004969878194456065,0.004969878194456065,,,,,5.04,,-0.7599999999999998,-0.01974938820966786,0.7668041296485384,0.7668041296485384,0.6495981936409433,0.6495981936409433
2009-37,0.0625480693495817,23.92,3.49,1.7,10.38,100.21901816424744,0.08,0.01901837523497072,-0.07178532596746146,-0.07178532596746146,0.49146323895581834,0.49146323895581834,,,,,4.66,,-0.71,-0.0023916421586098503,-0.9435163722811032,-0.9435163722811032,0.29969435978204995,0.29969435978204995
2009-38,0.0625480693495817,25.61,3.34,1.71,10.17,100.21901816424744,0.1,-0.020149895211763122,-0.14965396501924155,-0.14965396501924155,-0.5145160933844989,-0.5145160933844989,,,,,4.67,,-0.7300000000000004,0.005051010170968506,0.6682348094003259,0.6682348094003259,-0.5662629555888297,-0.5662629555888297
2009-39,0.0963101185818578,28.68,3.24,1.79,10.38,86.27072355785988,0.1,-0.021964998979125586,0.39722096604295337,0.39722096604295337,-0.2032983907895049,-0.2032983907895049,1.0,0.0,0.0,0.0,4.63,-0.5199999999999996,-0.7399999999999998,0.0024835041858166347,-0.682455961928422,-0.682455961928422,-0.3055553347173006,-0.3055553347173006
2009-40,0.0963101185818578,23.12,3.4,1.79,10.18,86.27072355785988,0.07,0.046083562778802455,0.025109791610288503,0.025109791610288503,0.055963079460504654,0.055963079460504654,,,,,4.41,,-0.8000000000000003,-0.007456009096892427,0.19685748600595812,0.19685748600595812,0.04488117301432472,0.04488117301432472
2009-41,0.0963101185818578,21.43,3.43,1.77,9.99,86.27072355785988,0.07,0.01505657520828258,-0.4032626110701548,-0.4032626110701548,0.44146224461678696,0.44146224461678696,,,,,4.29,,-0.7899999999999996,-0.010971773178358988,0.12070003544862742,0.12070003544862742,0.3838059494048226,0.3838059494048226
2009-42,0.0963101185818578,22.27,3.51,1.66,9.84,86.27072355785988,0.07,-0.00184431656072252,-0.6009522823035556,-0.6009522823035556,-0.10620513100978289,-0.10620513100978289,,,,,4.29,,-0.7599999999999998,-0.001707874509065188,-0.060854016948226466,-0.060854016948226466,-0.12430078027100362,-0.12430078027100362
2009-43,0.0963101185818578,30.69,3.41,1.75,9.95,86.27072355785988,0.05,-0.04376470707515949,0.9747472722339205,0.9747472722339205,0.009271945334739549,0.009271945334739549,,,,,4.36,-0.54,-0.7800000000000002,0.010964212941044573,-0.30078544495846415,-0.30078544495846415,-0.17977929750874141,-0.17977929750874141
2009-44,0.0707753368767079,24.19,3.54,1.74,9.97,99.15534010132954,0.06,0.023332474038344844,-0.23705481660293667,-0.23705481660293667,0.1403784737935715,0.1403784737935715,0.0,1.0,0.0,0.0,4.39,,-0.8099999999999996,-0.006324017421354937,0.5283560931902773,0.5283560931902773,0.056642723043878254,0.056642723043878254
2009-45,0.0707753368767079,23.36,3.43,1.81,9.84,99.15534010132954,0.06,0.023368000067705234,-1.215809668081974,-1.215809668081974,-0.11819891900272331,-0.11819891900272331,,,,,4.3,,-0.8599999999999999,-0.006417360746515047,-0.33375583392266234,-0.33375583392266234,0.07182884187205402,0.07182884187205402
2009-46,0.0707753368767079,22.19,3.36,1.8,9.76,99.15534010132954,0.02,-0.009153614901013225,1.227651131407729,1.227651131407729,0.09546152475529789,0.09546152475529789,,,,,4.25,,-0.8400000000000003,0.004265189590669964,0.13512589886958717,0.13512589886958717,-0.0946676539687985,-0.0946676539687985
2009-47,0.0707753368767079,24.85,3.21,1.82,9.69,99.15534010132954,0.03,-0.004074410484839764,-0.12578050056232845,-0.12578050056232845,-0.8998888969661185,-0.8998888969661185,,,,,4.4,,-0.8600000000000003,-0.008761970932506906,0.20377974566189683,0.20377974566189683,-0.2834127725824044,-0.2834127725824044
2009-48,-0.176119816946313,21.25,3.48,1.75,9.57,98.92711791754463,0.06,0.023950547783425213,-0.04402962397128899,-0.04402962397128899,0.14963151506315298,0.14963151506315298,1.0,0.0,0.0,0.0,4.41,-0.71,-0.8299999999999996,0.01212682265613104,0.566154547916152,0.566154547916152,0.28746904812678153,0.28746904812678153
2009-49,-0.176119816946313,21.59,3.55,1.76,9.42,98.92711791754463,0.03,-0.011401582213022645,-0.5049937408519003,-0.5049937408519003,-0.09751531151997989,-0.09751531151997989,,,,,4.41,,-0.8399999999999999,0.00868293275613156,-0.6710459556668931,-0.6710459556668931,0.5122554749127554,0.5122554749127554
2009-50,-0.176119816946313,21.68,3.55,1.67,9.18,98.92711791754463,0.05,-0.0116800963455452,0.5262760793151491,0.5262760793151491,0.020216233992566092,0.020216233992566092,,,,,4.3,,-0.8100000000000005,0.01616678344793008,0.6736738535916376,0.6736738535916376,0.3719694203431605,0.3719694203431605
2009-51,-0.176119816946313,19.47,3.82,1.56,9.13,98.92711791754463,0.05,0.02385654616846243,-0.28356190101947065,-0.28356190101947065,-0.15753292604709984,-0.15753292604709984,,,,,4.16,,-0.7799999999999998,-0.001118575540114867,-1.0879082249089782,-1.0879082249089782,-0.20637698901810847,-0.20637698901810847
2009-52,-0.176119816946313,21.68,3.85,1.48,9.08,98.92711791754463,0.06,-0.00029050499655845216,-0.9405555256449153,-0.9405555256449153,0.17112510739051512,0.17112510739051512,,,,,4.11,-0.7699999999999996,-0.73,0.0016196000815276443,-0.5964165907576044,-0.5964165907576044,-0.25724440681560684,-0.25724440681560684
2010-00,0.34174735701485,21.68,3.85,1.48,9.08,112.95073107743264,0.06,0.0,0.02074442002756001,0.02074442002756001,-0.000560286386282755,-0.000560286386282755,1.0,0.0,0.0,0.0,,,,,,,,
2010-01,0.34174735701485,18.13,3.83,1.49,8.63,112.95073107743264,0.05,0.02539328061497782,0.047868801307026636,0.047868801307026636,0.35495260121936484,0.35495260121936484,,,,,3.92,,-0.7800000000000002,-0.005008669399271129,0.48878644413204364,0.48878644413204364,-1.147321127956838,-1.147321127956838
2010-02,0.34174735701485,17.91,3.7,1.42,8.57,112.95073107743264,0.06,-0.002611371866594555,0.401207120411056,0.401207120411056,-0.06532138783744827,-0.06532138783744827,,,,,3.89,,-0.7800000000000002,-0.0019122194025332285,0.20312343839401692,0.20312343839401692,0.6195502792200406,0.6195502792200406
2010-03,0.34174735701485,27.31,3.62,1.59,8.75,112.95073107743264,0.06,-0.04012719076755728,1.479479416154559,1.479479416154559,0.11453783402494219,0.11453783402494219,,,,,3.99,,-0.7599999999999998,0.012262364447735345,0.9666553406047926,0.9666553406047926,0.28457000874553784,0.28457000874553784
2010-04,0.34174735701485,24.62,3.63,1.61,8.83,112.95073107743264,0.08,-0.027417569272829963,-0.6800255478430306,-0.6800255478430306,0.7362917906090096,0.7362917906090096,,,,,4.02,,-0.75,0.015025102138259224,-0.18305083939589287,-0.18305083939589287,0.4784701622954164,0.4784701622954164
2010-05,0.024920738207648,26.11,3.59,1.65,9.11,111.36170503869371,0.1,-0.023946192526522775,0.6245809882602987,0.6245809882602987,-0.03156391362679432,-0.03156391362679432,0.0,1.0,0.0,0.0,4.13,-0.7899999999999991,-0.7700000000000005,0.012245076486736086,0.1687409137420915,0.1687409137420915,0.0273579741974169,0.0273579741974169
2010-06,0.024920738207648,22.73,3.69,1.72,9.44,111.36170503869371,0.1,0.012749621336124856,-1.083576934465451,-1.083576934465451,-0.4807104393188228,-0.4807104393188228,,,,,4.13,,-0.8299999999999996,-0.002776067860666612,-1.1805054657236815,-1.1805054657236815,-0.21409994544868233,-0.21409994544868233
2010-07,0.024920738207648,20.02,3.78,1.65,9.07,111.36170503869371,0.11,0.022707734481980865,0.507969662099356,0.507969662099356,-0.09613549595975418,-0.09613549595975418,,,,,4.03,,-0.8000000000000003,0.0052840774194501195,0.6845939748197425,0.6845939748197425,-0.39449006855444047,-0.39449006855444047
2010-08,0.024920738207648,19.5,3.61,1.6,8.98,111.36170503869371,0.13,-0.0005007433553250855,-0.6746547365935602,-0.6746547365935602,-0.12494702706805592,-0.12494702706805592,,,,,3.99,,-0.7900000000000005,-0.0034905783710050442,-0.4527422000173936,-0.4527422000173936,-0.31425510342587376,-0.31425510342587376
2010-09,0.410628353657108,17.42,3.69,1.6,8.82,106.59242224442296,0.15,0.03332152716847322,0.5921749261101439,0.5921749261101439,-0.010052847160107735,-0.010052847160107735,1.0,0.0,0.0,0.0,3.82,-0.7999999999999998,-0.8000000000000003,0.0008706793092050601,0.17403241828866936,0.17403241828866936,-0.12016109494216438,-0.12016109494216438
2010-10,0.410628353657108,17.58,3.71,1.53,8.62,106.59242224442296,0.15,0.01482412626585856,-0.7361551605126726,-0.7361551605126726,0.3581365812663275,0.3581365812663275,,,,,3.6,,-0.7599999999999998,-0.007475154141420609,0.09121891756396498,0.09121891756396498,-0.08529989237884261,-0.08529989237884261
2010-11,0.410628353657108,16.97,3.7,1.5,8.5,106.59242224442296,0.16,0.0031749292919981405,0.3974072250348989,0.3974072250348989,-0.1983543203887022,-0.1983543203887022,,,,,3.49,,-0.71,0.011098976022670149,0.4033546310097308,0.4033546310097308,0.1814426163687305,0.1814426163687305
2010-12,0.410628353657108,17.77,3.86,1.49,8.43,106.59242224442296,0.14,0.0012986163037032362,-0.7481483261776813,-0.7481483261776813,-0.8070029067366182,-0.8070029067366182,,,,,3.39,,-0.7399999999999998,0.011724272229319162,0.3706199663150989,0.3706199663150989,0.7765250942199278,0.7765250942199278
2010-13,0.173688491069743,17.47,3.96,1.44,8.49,103.2349243254743,0.16,0.01853669641663304,0.6702417499961687,0.6702417499961687,0.09561979932580947,0.09561979932580947,1.0,0.0,0.0,0.0,3.34,-0.8299999999999992,-0.6900000000000004,-0.0061775215029046555,-0.8523413803588366,-0.8523413803588366,-0.014226366756540251,-0.014226366756540251
2010-14,0.173688491069743,16.14,3.9,1.44,8.39,103.2349243254743,0.16,0.009490064147459933,-0.5147574687607297,-0.5147574687607297,0.32447757999110977,0.32447757999110977,,,,,3.24,,-0.6800000000000002,-0.0009860353553026962,-0.2743295301828702,-0.2743295301828702,-0.6066408957833807,-0.6066408957833807
2010-15,0.173688491069743,18.36,3.79,1.46,8.14,103.2349243254743,0.16,-0.002261877811676231,0.6564959962002848,0.6564959962002848,0.034499004170271325,0.034499004170271325,,,,,3.2,,-0.71,-0.003322693077149951,0.09954934913118242,0.09954934913118242,0.051847610566132386,0.051847610566132386
2010-16,0.173688491069743,16.62,3.84,1.42,8.1,103.2349243254743,0.16,0.0012224959908181535,-0.5685128118069542,-0.5685128118069542,-0.4607217686146381,-0.4607217686146381,,,,,3.15,,-0.6699999999999999,0.006511467363405283,0.03389203763657275,0.03389203763657275,0.007084046424625457,0.007084046424625457
2010-17,0.0775197354237721,22.05,3.69,1.44,8.13,147.52352112960324,0.16,-0.01977085594578172,1.0166437141892046,1.0166437141892046,0.5272389054413246,0.5272389054413246,0.0,1.0,0.0,0.0,3.29,-0.7699999999999996,-0.6700000000000004,0.0062983457604087875,0.36143773232922577,0.36143773232922577,0.4541441402235474,0.4541441402235474
